stock_id,stock_received_date,facility_name,drug_id,drug_name,quantity_received,supplier,batch_number,expiry_date,delivery_delay_days
GRN-20220717-1829,2022-07-17,Allan Galpin Health Center,D001,Artemether-Lumefantrine 20/120mg,2174,Cipla Quality Chemicals,X6A46Z6F,2023-08-31,3
GRN-20220717-1830,2022-07-17,Allan Galpin Health Center,D012,Erythromycin 500mg Tablets,841,Joint Medical Store,ZR3812KI,2024-06-01,3
GRN-20220717-1831,2022-07-17,Allan Galpin Health Center,D016,Tramadol 50mg Capsules,579,EMHS Uganda,CDSDXABI,2024-03-06,6
GRN-20220718-1832,2022-07-18,Allan Galpin Health Center,D011,Doxycycline 100mg Capsules,845,EMHS Uganda,6M7STHL9,2023-10-06,5
GRN-20220718-1833,2022-07-18,Allan Galpin Health Center,D032,Ferrous Sulphate 200mg Tablets,1357,Abacus Pharma,YQFLC018,2023-08-27,0
GRN-20220719-1834,2022-07-19,Allan Galpin Health Center,D008,Ceftriaxone Injection 1g,695,Abacus Pharma,0FI3BUGZ,2023-10-17,6
GRN-20220719-1835,2022-07-19,Allan Galpin Health Center,D015,Diclofenac 50mg Tablets,1250,Joint Medical Store,0E3JUPT9,2023-08-21,6
GRN-20220719-1836,2022-07-19,Allan Galpin Health Center,D018,Beclomethasone Inhaler 250mcg,761,Joint Medical Store,YDXGEEWD,2023-09-27,3
GRN-20220720-1837,2022-07-20,Allan Galpin Health Center,D005,Sulfadoxine-Pyrimethamine,1002,National Medical Stores,7085ZL2O,2024-02-12,7
GRN-20220720-1838,2022-07-20,Allan Galpin Health Center,D020,Prednisolone 5mg Tablets,732,Joint Medical Store,742CE71Z,2024-07-07,5
GRN-20220720-1839,2022-07-20,Allan Galpin Health Center,D034,Oxytocin Injection 10IU,393,EMHS Uganda,UL4PHB6X,2024-04-08,2
GRN-20220722-1840,2022-07-22,Allan Galpin Health Center,D028,ORS Sachets,1427,Joint Medical Store,D08W8N7E,2023-10-12,7
GRN-20220723-1841,2022-07-23,Allan Galpin Health Center,D003,Dihydroartemisinin-Piperaquine,916,Joint Medical Store,L1NYZWSM,2024-09-05,6
GRN-20220724-1842,2022-07-24,Allan Galpin Health Center,D024,Amlodipine 5mg Tablets,1611,Cipla Quality Chemicals,UFZT6FT4,2024-05-26,1
GRN-20220724-1843,2022-07-24,Allan Galpin Health Center,D025,Enalapril 10mg Tablets,1341,Joint Medical Store,KR33L5MF,2024-03-29,4
GRN-20220725-1844,2022-07-25,Allan Galpin Health Center,D004,Quinine Sulphate 300mg,784,Abacus Pharma,1KJUV5AC,2024-04-26,6
GRN-20220725-1845,2022-07-25,Allan Galpin Health Center,D021,Metformin 850mg Tablets,2666,National Medical Stores,H6LAP14Z,2023-10-14,4
GRN-20220725-1846,2022-07-25,Allan Galpin Health Center,D027,Atenolol 50mg Tablets,655,Joint Medical Store,USAD6VPY,2023-12-20,0
GRN-20220726-1847,2022-07-26,Allan Galpin Health Center,D013,Paracetamol 500mg Tablets,4834,Abacus Pharma,CDO10G3S,2024-02-15,2
GRN-20220726-1848,2022-07-26,Allan Galpin Health Center,D035,Misoprostol 200mcg Tablets,409,Quality Chemicals Industries,0WIFNEMV,2024-02-03,1
GRN-20220727-1849,2022-07-27,Allan Galpin Health Center,D022,Glibenclamide 5mg Tablets,849,Quality Chemicals Industries,S7Q1WRWB,2024-03-25,4
GRN-20220727-1850,2022-07-27,Allan Galpin Health Center,D029,Zinc Sulphate 20mg Dispersible,1029,Cipla Quality Chemicals,2WU1EZZC,2024-12-22,5
GRN-20220728-1851,2022-07-28,Allan Galpin Health Center,D009,Ciprofloxacin 500mg Tablets,1239,Cipla Quality Chemicals,DJJWFG7G,2023-08-08,4
GRN-20220728-1852,2022-07-28,Allan Galpin Health Center,D017,Salbutamol Inhaler 100mcg,1212,Quality Chemicals Industries,R7YXUE59,2023-11-18,0
GRN-20220728-1853,2022-07-28,Allan Galpin Health Center,D030,Omeprazole 20mg Capsules,1435,Abacus Pharma,OZLW61AZ,2025-01-03,2
GRN-20220729-1854,2022-07-29,Allan Galpin Health Center,D014,Ibuprofen 400mg Tablets,3040,Cipla Quality Chemicals,EX7A9YTS,2024-04-29,2
GRN-20220730-1855,2022-07-30,Allan Galpin Health Center,D031,Loperamide 2mg Capsules,795,Abacus Pharma,FJ1OVW7F,2024-03-15,5
GRN-20220801-1856,2022-08-01,Allan Galpin Health Center,D002,Artesunate Injection 60mg,787,Abacus Pharma,DF1T0R68,2024-08-23,3
GRN-20220802-1857,2022-08-02,Allan Galpin Health Center,D011,Doxycycline 100mg Capsules,909,Cipla Quality Chemicals,VXCYM09S,2024-08-20,4
GRN-20220803-1858,2022-08-03,Allan Galpin Health Center,D006,Amoxicillin 500mg Capsules,2264,EMHS Uganda,MH1NJFQL,2023-10-01,0
GRN-20220803-1859,2022-08-03,Allan Galpin Health Center,D010,Metronidazole 400mg Tablets,1742,Abacus Pharma,0GSK3H7O,2023-09-26,2
GRN-20220806-1860,2022-08-06,Allan Galpin Health Center,D016,Tramadol 50mg Capsules,569,EMHS Uganda,V9UVKZBG,2023-12-12,6
GRN-20220806-1861,2022-08-06,Allan Galpin Health Center,D019,Aminophylline 100mg Tablets,554,Joint Medical Store,UJJHAQ90,2023-08-23,5
GRN-20220807-1862,2022-08-07,Allan Galpin Health Center,D008,Ceftriaxone Injection 1g,618,Quality Chemicals Industries,66JUEHCX,2023-12-25,0
GRN-20220808-1863,2022-08-08,Allan Galpin Health Center,D032,Ferrous Sulphate 200mg Tablets,1297,National Medical Stores,J5T6SKVD,2024-05-31,1
GRN-20220809-1864,2022-08-09,Allan Galpin Health Center,D015,Diclofenac 50mg Tablets,1415,Quality Chemicals Industries,Z3H1W6RK,2025-01-16,5
GRN-20220810-1865,2022-08-10,Allan Galpin Health Center,D023,Insulin Soluble 100IU/mL,431,Quality Chemicals Industries,TJ68DNQA,2023-08-12,3
GRN-20220811-1866,2022-08-11,Allan Galpin Health Center,D007,Azithromycin 250mg Tablets,1190,Abacus Pharma,UTUTN5BY,2024-06-29,3
GRN-20220811-1867,2022-08-11,Allan Galpin Health Center,D026,Hydrochlorothiazide 25mg,1225,EMHS Uganda,75ASPFPV,2023-09-05,6
GRN-20220812-1868,2022-08-12,Allan Galpin Health Center,D001,Artemether-Lumefantrine 20/120mg,1883,EMHS Uganda,FAACM9IS,2023-10-18,5
GRN-20220812-1869,2022-08-12,Allan Galpin Health Center,D017,Salbutamol Inhaler 100mcg,897,Cipla Quality Chemicals,FVDTHRXI,2023-08-25,1
GRN-20220813-1870,2022-08-13,Allan Galpin Health Center,D005,Sulfadoxine-Pyrimethamine,1554,National Medical Stores,U5RANWQS,2024-01-20,1
GRN-20220813-1871,2022-08-13,Allan Galpin Health Center,D020,Prednisolone 5mg Tablets,715,EMHS Uganda,PHIOS2VR,2023-09-25,4
GRN-20220814-1872,2022-08-14,Allan Galpin Health Center,D009,Ciprofloxacin 500mg Tablets,1077,Cipla Quality Chemicals,EOD4QCLK,2024-09-30,1
GRN-20220814-1873,2022-08-14,Allan Galpin Health Center,D029,Zinc Sulphate 20mg Dispersible,950,National Medical Stores,XKP2A0J2,2024-10-15,2
GRN-20220814-1874,2022-08-14,Allan Galpin Health Center,D033,Folic Acid 5mg Tablets,1975,EMHS Uganda,7TBDPKJV,2023-09-08,2
GRN-20220815-1875,2022-08-15,Allan Galpin Health Center,D013,Paracetamol 500mg Tablets,4622,Quality Chemicals Industries,4XOEW1SM,2024-10-08,5
GRN-20220815-1876,2022-08-15,Allan Galpin Health Center,D022,Glibenclamide 5mg Tablets,1247,Quality Chemicals Industries,6ZUQN0B0,2023-11-14,3
GRN-20220818-1877,2022-08-18,Allan Galpin Health Center,D006,Amoxicillin 500mg Capsules,2628,National Medical Stores,J5JY3EXD,2023-09-23,4
GRN-20220818-1878,2022-08-18,Allan Galpin Health Center,D018,Beclomethasone Inhaler 250mcg,509,National Medical Stores,1OLC1ALN,2024-01-31,5
GRN-20220818-1879,2022-08-18,Allan Galpin Health Center,D027,Atenolol 50mg Tablets,828,EMHS Uganda,3ZCFFECP,2023-08-24,6
GRN-20220819-1880,2022-08-19,Allan Galpin Health Center,D012,Erythromycin 500mg Tablets,654,EMHS Uganda,9ETIE5OM,2023-11-09,6
GRN-20220821-1881,2022-08-21,Allan Galpin Health Center,D011,Doxycycline 100mg Capsules,739,National Medical Stores,N951LLN3,2024-07-27,1
GRN-20220821-1882,2022-08-21,Allan Galpin Health Center,D021,Metformin 850mg Tablets,2056,Abacus Pharma,ZY65QH3I,2024-07-08,4
GRN-20220821-1883,2022-08-21,Allan Galpin Health Center,D025,Enalapril 10mg Tablets,1004,National Medical Stores,4QV2I7VB,2023-11-08,3
GRN-20220822-1884,2022-08-22,Allan Galpin Health Center,D003,Dihydroartemisinin-Piperaquine,809,Cipla Quality Chemicals,4VSZL6T0,2024-10-08,6
GRN-20220823-1885,2022-08-23,Allan Galpin Health Center,D034,Oxytocin Injection 10IU,502,Cipla Quality Chemicals,QZD2BVPA,2024-09-15,6
GRN-20220824-1886,2022-08-24,Allan Galpin Health Center,D024,Amlodipine 5mg Tablets,1825,Cipla Quality Chemicals,FADPVMR6,2023-09-04,2
GRN-20220824-1887,2022-08-24,Allan Galpin Health Center,D030,Omeprazole 20mg Capsules,1370,Quality Chemicals Industries,LDHTMB65,2024-09-22,0
GRN-20220825-1888,2022-08-25,Allan Galpin Health Center,D028,ORS Sachets,1928,Quality Chemicals Industries,XG2Z9200,2024-12-26,3
GRN-20220825-1889,2022-08-25,Allan Galpin Health Center,D035,Misoprostol 200mcg Tablets,410,Cipla Quality Chemicals,XUCEA4DS,2024-03-23,5
GRN-20220826-1890,2022-08-26,Allan Galpin Health Center,D004,Quinine Sulphate 300mg,451,Cipla Quality Chemicals,PLJICVQ3,2024-01-03,3
GRN-20220826-1891,2022-08-26,Allan Galpin Health Center,D010,Metronidazole 400mg Tablets,2333,Abacus Pharma,CNAPXDSB,2024-07-07,1
GRN-20220826-1892,2022-08-26,Allan Galpin Health Center,D014,Ibuprofen 400mg Tablets,2054,National Medical Stores,J6DKANIY,2023-10-10,6
GRN-20220829-1893,2022-08-29,Allan Galpin Health Center,D001,Artemether-Lumefantrine 20/120mg,1953,Quality Chemicals Industries,2F3B73MS,2024-07-04,4
GRN-20220829-1894,2022-08-29,Allan Galpin Health Center,D002,Artesunate Injection 60mg,1094,Cipla Quality Chemicals,9N7FNAWR,2024-07-22,0
GRN-20220830-1895,2022-08-30,Allan Galpin Health Center,D007,Azithromycin 250mg Tablets,1344,Abacus Pharma,U0L1VSJV,2023-12-31,7
GRN-20220830-1896,2022-08-30,Allan Galpin Health Center,D016,Tramadol 50mg Capsules,529,Joint Medical Store,KNIRSP2Q,2025-01-09,2
GRN-20220831-1897,2022-08-31,Allan Galpin Health Center,D002,Artesunate Injection 60mg,1252,EMHS Uganda,FF8H3ZA6,2024-08-03,0
GRN-20220901-1898,2022-09-01,Allan Galpin Health Center,D033,Folic Acid 5mg Tablets,1911,Cipla Quality Chemicals,YNUJLGMS,2024-07-10,1
GRN-20220902-1899,2022-09-02,Allan Galpin Health Center,D013,Paracetamol 500mg Tablets,3578,Quality Chemicals Industries,26X78VEA,2024-01-27,2
GRN-20220902-1900,2022-09-02,Allan Galpin Health Center,D020,Prednisolone 5mg Tablets,691,Cipla Quality Chemicals,HLAR0OHS,2024-01-04,6
GRN-20220902-1901,2022-09-02,Allan Galpin Health Center,D031,Loperamide 2mg Capsules,800,Joint Medical Store,4GVQ6KBB,2024-09-14,7
GRN-20220904-1902,2022-09-04,Allan Galpin Health Center,D009,Ciprofloxacin 500mg Tablets,1430,National Medical Stores,LOHKXXP6,2024-06-09,7
GRN-20220904-1903,2022-09-04,Allan Galpin Health Center,D026,Hydrochlorothiazide 25mg,1076,Quality Chemicals Industries,6MHHNVG4,2024-04-04,7
GRN-20220904-1904,2022-09-04,Allan Galpin Health Center,D032,Ferrous Sulphate 200mg Tablets,2137,National Medical Stores,WCRVHC7E,2023-11-29,7
GRN-20220906-1905,2022-09-06,Allan Galpin Health Center,D011,Doxycycline 100mg Capsules,856,EMHS Uganda,EBACC1T3,2024-01-08,5
GRN-20220906-1906,2022-09-06,Allan Galpin Health Center,D019,Aminophylline 100mg Tablets,741,Abacus Pharma,MKXUZWGH,2023-11-12,6
GRN-20220907-1907,2022-09-07,Allan Galpin Health Center,D015,Diclofenac 50mg Tablets,1290,National Medical Stores,8LU48RU6,2024-09-27,2
GRN-20220909-1908,2022-09-09,Allan Galpin Health Center,D028,ORS Sachets,1344,Cipla Quality Chemicals,YGC6C6C7,2024-05-14,4
GRN-20220910-1909,2022-09-10,Allan Galpin Health Center,D005,Sulfadoxine-Pyrimethamine,1157,Abacus Pharma,E1BE49FZ,2024-09-16,7
GRN-20220910-1910,2022-09-10,Allan Galpin Health Center,D008,Ceftriaxone Injection 1g,852,Joint Medical Store,HWM55S6M,2025-01-22,1
GRN-20220910-1911,2022-09-10,Allan Galpin Health Center,D010,Metronidazole 400mg Tablets,1713,National Medical Stores,O5J51B2N,2023-10-08,3
GRN-20220910-1912,2022-09-10,Allan Galpin Health Center,D022,Glibenclamide 5mg Tablets,1326,Joint Medical Store,AVE91HYR,2025-02-05,5
GRN-20220911-1913,2022-09-11,Allan Galpin Health Center,D017,Salbutamol Inhaler 100mcg,893,Abacus Pharma,MLKRBJYW,2024-05-23,3
GRN-20220911-1914,2022-09-11,Allan Galpin Health Center,D024,Amlodipine 5mg Tablets,1828,Quality Chemicals Industries,D8MW03CY,2024-06-22,3
GRN-20220911-1915,2022-09-11,Allan Galpin Health Center,D030,Omeprazole 20mg Capsules,1249,Quality Chemicals Industries,C613KQOV,2025-02-10,4
GRN-20220912-1916,2022-09-12,Allan Galpin Health Center,D004,Quinine Sulphate 300mg,794,Cipla Quality Chemicals,VCRDAYV8,2024-04-01,5
GRN-20220912-1917,2022-09-12,Allan Galpin Health Center,D029,Zinc Sulphate 20mg Dispersible,968,Cipla Quality Chemicals,13M7XDNT,2024-04-08,7
GRN-20220913-1918,2022-09-13,Allan Galpin Health Center,D023,Insulin Soluble 100IU/mL,404,Cipla Quality Chemicals,8YVRAHH3,2023-12-15,7
GRN-20220913-1919,2022-09-13,Allan Galpin Health Center,D027,Atenolol 50mg Tablets,971,Joint Medical Store,P9OT4HJ1,2024-11-14,5
GRN-20220914-1920,2022-09-14,Allan Galpin Health Center,D018,Beclomethasone Inhaler 250mcg,546,EMHS Uganda,BR5QLE4J,2024-07-23,6
GRN-20220914-1921,2022-09-14,Allan Galpin Health Center,D021,Metformin 850mg Tablets,2153,EMHS Uganda,634TIUWG,2025-02-14,6
GRN-20220915-1922,2022-09-15,Allan Galpin Health Center,D003,Dihydroartemisinin-Piperaquine,1118,EMHS Uganda,FSFFZM6I,2023-11-25,3
GRN-20220915-1923,2022-09-15,Allan Galpin Health Center,D025,Enalapril 10mg Tablets,1316,Quality Chemicals Industries,PXF9Z4E4,2024-04-22,6
GRN-20220916-1924,2022-09-16,Allan Galpin Health Center,D006,Amoxicillin 500mg Capsules,3031,Quality Chemicals Industries,S3JXDWBF,2024-03-28,3
GRN-20220918-1925,2022-09-18,Allan Galpin Health Center,D031,Loperamide 2mg Capsules,658,EMHS Uganda,EAVFM6RN,2024-10-21,4
GRN-20220919-1926,2022-09-19,Allan Galpin Health Center,D001,Artemether-Lumefantrine 20/120mg,1929,Abacus Pharma,UDJA3STQ,2024-02-27,5
GRN-20220919-1927,2022-09-19,Allan Galpin Health Center,D002,Artesunate Injection 60mg,953,Cipla Quality Chemicals,RJ0CZN3T,2024-04-01,0
GRN-20220919-1928,2022-09-19,Allan Galpin Health Center,D014,Ibuprofen 400mg Tablets,2075,National Medical Stores,ESYYGASX,2024-09-24,1
GRN-20220920-1929,2022-09-20,Allan Galpin Health Center,D009,Ciprofloxacin 500mg Tablets,1122,Abacus Pharma,9S1XZ879,2024-02-16,5
GRN-20220920-1930,2022-09-20,Allan Galpin Health Center,D012,Erythromycin 500mg Tablets,658,Abacus Pharma,A4EUF9KK,2024-10-08,6
GRN-20220920-1931,2022-09-20,Allan Galpin Health Center,D032,Ferrous Sulphate 200mg Tablets,1367,EMHS Uganda,0QWVOK0G,2024-11-01,6
GRN-20220921-1932,2022-09-21,Allan Galpin Health Center,D020,Prednisolone 5mg Tablets,1080,National Medical Stores,MZ3HZ0M8,2024-10-12,4
GRN-20220922-1933,2022-09-22,Allan Galpin Health Center,D035,Misoprostol 200mcg Tablets,383,EMHS Uganda,W00TOKCJ,2024-11-11,6
GRN-20220924-1934,2022-09-24,Allan Galpin Health Center,D007,Azithromycin 250mg Tablets,1201,National Medical Stores,8U2AMQEP,2023-11-20,3
GRN-20220924-1935,2022-09-24,Allan Galpin Health Center,D016,Tramadol 50mg Capsules,481,Cipla Quality Chemicals,0658Q195,2024-05-11,4
GRN-20220926-1936,2022-09-26,Allan Galpin Health Center,D017,Salbutamol Inhaler 100mcg,1261,Abacus Pharma,1L4DI0D1,2024-12-20,5
GRN-20220926-1937,2022-09-26,Allan Galpin Health Center,D034,Oxytocin Injection 10IU,374,Quality Chemicals Industries,PLR9OY6I,2023-11-15,5
GRN-20220927-1938,2022-09-27,Allan Galpin Health Center,D015,Diclofenac 50mg Tablets,1189,EMHS Uganda,QRH9B08B,2024-03-11,6
GRN-20220930-1939,2022-09-30,Allan Galpin Health Center,D010,Metronidazole 400mg Tablets,2362,EMHS Uganda,JH0ZX0OD,2025-02-17,7
GRN-20220930-1940,2022-09-30,Allan Galpin Health Center,D013,Paracetamol 500mg Tablets,4907,Abacus Pharma,F3ELXHOJ,2024-02-27,3
GRN-20220930-1941,2022-09-30,Allan Galpin Health Center,D019,Aminophylline 100mg Tablets,727,Abacus Pharma,A9FVWTUG,2024-10-02,5
GRN-20220930-1942,2022-09-30,Allan Galpin Health Center,D026,Hydrochlorothiazide 25mg,1002,Cipla Quality Chemicals,GDK1Z46W,2024-02-10,0
GRN-20220930-1943,2022-09-30,Allan Galpin Health Center,D029,Zinc Sulphate 20mg Dispersible,1306,Joint Medical Store,GMB5O60F,2025-01-14,7
GRN-20221002-1944,2022-10-02,Allan Galpin Health Center,D023,Insulin Soluble 100IU/mL,616,EMHS Uganda,SCKRGY2N,2024-01-31,0
GRN-20221003-1945,2022-10-03,Allan Galpin Health Center,D005,Sulfadoxine-Pyrimethamine,1041,National Medical Stores,VOQRBPJX,2024-07-27,4
GRN-20221003-1946,2022-10-03,Allan Galpin Health Center,D011,Doxycycline 100mg Capsules,1161,Cipla Quality Chemicals,D7I92ONG,2024-04-20,2
GRN-20221004-1947,2022-10-04,Allan Galpin Health Center,D021,Metformin 850mg Tablets,2463,Abacus Pharma,CVUAOTD3,2024-04-01,4
GRN-20221005-1948,2022-10-05,Allan Galpin Health Center,D003,Dihydroartemisinin-Piperaquine,847,Joint Medical Store,KMCCVURB,2025-02-21,2
GRN-20221005-1949,2022-10-05,Allan Galpin Health Center,D012,Erythromycin 500mg Tablets,889,EMHS Uganda,BNY9DGO2,2024-06-14,2
GRN-20221005-1950,2022-10-05,Allan Galpin Health Center,D033,Folic Acid 5mg Tablets,1260,EMHS Uganda,M9BJ51IA,2024-03-26,1
GRN-20221007-1951,2022-10-07,Allan Galpin Health Center,D008,Ceftriaxone Injection 1g,577,Abacus Pharma,SRKNOKLQ,2024-05-04,2
GRN-20221007-1952,2022-10-07,Allan Galpin Health Center,D028,ORS Sachets,2075,Abacus Pharma,0HT93RJJ,2024-09-08,1
GRN-20221009-1953,2022-10-09,Allan Galpin Health Center,D006,Amoxicillin 500mg Capsules,2395,Abacus Pharma,1X1TP5CR,2024-10-29,5
GRN-20221009-1954,2022-10-09,Allan Galpin Health Center,D009,Ciprofloxacin 500mg Tablets,1199,Quality Chemicals Industries,4QFLJAI7,2024-07-20,6
GRN-20221009-1955,2022-10-09,Allan Galpin Health Center,D020,Prednisolone 5mg Tablets,768,Joint Medical Store,FV25AFYC,2023-11-09,0
GRN-20221009-1956,2022-10-09,Allan Galpin Health Center,D030,Omeprazole 20mg Capsules,1088,Cipla Quality Chemicals,OJHOELW9,2024-06-19,1
GRN-20221011-1957,2022-10-11,Allan Galpin Health Center,D004,Quinine Sulphate 300mg,551,Abacus Pharma,OWWA6YEM,2024-11-10,6
GRN-20221011-1958,2022-10-11,Allan Galpin Health Center,D007,Azithromycin 250mg Tablets,1392,National Medical Stores,29WRIV9X,2024-07-05,4
GRN-20221012-1959,2022-10-12,Allan Galpin Health Center,D025,Enalapril 10mg Tablets,1484,EMHS Uganda,4EZIIHZX,2025-01-20,4
GRN-20221012-1960,2022-10-12,Allan Galpin Health Center,D027,Atenolol 50mg Tablets,839,Cipla Quality Chemicals,6FU5B8JK,2024-10-25,5
GRN-20221014-1961,2022-10-14,Allan Galpin Health Center,D014,Ibuprofen 400mg Tablets,1841,Quality Chemicals Industries,5EH7707K,2024-07-20,0
GRN-20221014-1962,2022-10-14,Allan Galpin Health Center,D022,Glibenclamide 5mg Tablets,1114,Abacus Pharma,SQULU7D6,2023-12-24,0
GRN-20221015-1963,2022-10-15,Allan Galpin Health Center,D001,Artemether-Lumefantrine 20/120mg,2840,EMHS Uganda,12YF5JA6,2024-09-11,5
GRN-20221015-1964,2022-10-15,Allan Galpin Health Center,D018,Beclomethasone Inhaler 250mcg,687,Joint Medical Store,BYRVT586,2023-11-22,2
GRN-20221015-1965,2022-10-15,Allan Galpin Health Center,D024,Amlodipine 5mg Tablets,1380,Abacus Pharma,SUC95GCC,2023-12-13,3
GRN-20221015-1966,2022-10-15,Allan Galpin Health Center,D031,Loperamide 2mg Capsules,797,Abacus Pharma,7UGOES54,2023-10-23,7
GRN-20221015-1967,2022-10-15,Allan Galpin Health Center,D032,Ferrous Sulphate 200mg Tablets,1269,Abacus Pharma,K68ILYV9,2023-12-13,6
GRN-20221016-1968,2022-10-16,Allan Galpin Health Center,D026,Hydrochlorothiazide 25mg,930,Abacus Pharma,F9XREUF3,2024-12-29,4
GRN-20221018-1969,2022-10-18,Allan Galpin Health Center,D010,Metronidazole 400mg Tablets,1647,Cipla Quality Chemicals,CWMXPVC1,2023-11-11,3
GRN-20221019-1970,2022-10-19,Allan Galpin Health Center,D016,Tramadol 50mg Capsules,400,National Medical Stores,44YGVL9A,2024-10-29,4
GRN-20221020-1971,2022-10-20,Allan Galpin Health Center,D011,Doxycycline 100mg Capsules,727,Abacus Pharma,YD15WG8X,2024-05-07,3
GRN-20221020-1972,2022-10-20,Allan Galpin Health Center,D034,Oxytocin Injection 10IU,473,Abacus Pharma,IQJPLAZ8,2024-12-01,3
GRN-20221022-1973,2022-10-22,Allan Galpin Health Center,D002,Artesunate Injection 60mg,1157,Quality Chemicals Industries,55DSMEUV,2024-01-26,4
GRN-20221023-1974,2022-10-23,Allan Galpin Health Center,D005,Sulfadoxine-Pyrimethamine,1365,Cipla Quality Chemicals,DOAELOTG,2024-05-02,4
GRN-20221024-1975,2022-10-24,Allan Galpin Health Center,D019,Aminophylline 100mg Tablets,769,EMHS Uganda,O4YWX4SL,2024-05-07,6
GRN-20221025-1976,2022-10-25,Allan Galpin Health Center,D008,Ceftriaxone Injection 1g,722,National Medical Stores,GTMEUYXA,2024-09-11,3
GRN-20221025-1977,2022-10-25,Allan Galpin Health Center,D015,Diclofenac 50mg Tablets,1196,EMHS Uganda,MKDR2DJO,2024-10-01,7
GRN-20221025-1978,2022-10-25,Allan Galpin Health Center,D021,Metformin 850mg Tablets,2500,EMHS Uganda,N4EOBDWJ,2024-02-10,6
GRN-20221026-1979,2022-10-26,Allan Galpin Health Center,D029,Zinc Sulphate 20mg Dispersible,1424,Joint Medical Store,5DR0BDG0,2024-05-29,5
GRN-20221026-1980,2022-10-26,Allan Galpin Health Center,D035,Misoprostol 200mcg Tablets,273,Joint Medical Store,XLVT19LI,2024-06-04,6
GRN-20221027-1981,2022-10-27,Allan Galpin Health Center,D013,Paracetamol 500mg Tablets,3464,EMHS Uganda,BNG826VB,2024-10-28,7
GRN-20221027-1982,2022-10-27,Allan Galpin Health Center,D017,Salbutamol Inhaler 100mcg,1418,Quality Chemicals Industries,IRI1NNO6,2024-09-07,2
GRN-20221028-1983,2022-10-28,Allan Galpin Health Center,D023,Insulin Soluble 100IU/mL,449,Joint Medical Store,2T5RP0TB,2024-04-29,4
GRN-20221028-1984,2022-10-28,Allan Galpin Health Center,D030,Omeprazole 20mg Capsules,1325,Joint Medical Store,CI5NM9H5,2024-07-15,2
GRN-20221029-1985,2022-10-29,Allan Galpin Health Center,D003,Dihydroartemisinin-Piperaquine,837,Joint Medical Store,XML9TI5Q,2024-02-01,5
GRN-20221029-1986,2022-10-29,Allan Galpin Health Center,D009,Ciprofloxacin 500mg Tablets,914,Joint Medical Store,IYEBZY7U,2024-07-10,0
GRN-20221030-1987,2022-10-30,Allan Galpin Health Center,D012,Erythromycin 500mg Tablets,761,National Medical Stores,RUTY49SI,2025-04-12,5
GRN-20221030-1988,2022-10-30,Allan Galpin Health Center,D033,Folic Acid 5mg Tablets,1703,EMHS Uganda,RMS5PBK6,2024-03-02,3
GRN-20221031-1989,2022-10-31,Allan Galpin Health Center,D006,Amoxicillin 500mg Capsules,3286,National Medical Stores,HSWSMGDM,2024-10-09,7
GRN-20221101-1990,2022-11-01,Allan Galpin Health Center,D022,Glibenclamide 5mg Tablets,1027,Cipla Quality Chemicals,HZ8QQ74Q,2024-03-03,1
