drug_id,drug_name,manufacturer_country,license_holder,distribution_region,facility_type,initial_stock_units,stock_received_date,reorder_level,average_monthly_demand,delivery_frequency_days,lead_time_days,supplier_reliability_score,region_disease_outbreaks,season,transport_accessibility_score,power_stability_index,staff_availability_index,data_record_quality,storage_temperature,storage_humidity,FEFO_policy_implemented,warehouse_capacity_utilization,storage_condition_rating,stockout_occurred,expiry_rate_percent,forecast_error_percent,financial_loss_due_to_expiry_usd,delivery_delay_days,predicted_stockout_probability,expiry_risk_category,data_source
NDA/CHR/HHP/15978,Artemether-Lumefantrine,Uganda,MedPlus Uganda,Western,Health Centre IV,4038.0,2023-07-17,851,4924,12,18,0.884,0,Dry,0.758,0.591,0.534,Moderate,21.0,50.6,1,0.619,Excellent,0,5.9,28.95,4031.56,0,0.314,Medium,Scopus Research
NDA/MAL/HHP/15979,Paracetamol Tablets,India,Abacus Pharma (Africa),Western,Hospital,5998.0,2022-11-23,1749,8017,78,16,0.662,0,Rainy,0.647,0.762,0.54,Moderate,19.5,53.0,0,0.147,Excellent,1,5.86,25.38,104.98,2,0.406,Medium,Scopus Research
NDA/ARV/HHP/15980,Tenofovir-Lamivudine-Dolutegravir,India,Crown Pharmaceuticals,Central,Hospital,2132.0,2022-08-12,245,3406,80,19,0.946,0,Dry,0.523,0.939,0.643,Moderate,23.1,58.8,0,0.599,Excellent,0,9.6,21.63,2752.99,0,0.364,Medium,Simulated System Logs
NDA/CHR/HHP/15981,Metformin Tablets,Netherlands,Crown Pharmaceuticals,Eastern,Clinic,123.0,2024-08-29,26,3014,23,19,0.804,0,Dry,0.377,0.321,0.996,High,24.9,39.1,0,0.221,Excellent,0,6.16,13.54,17.4,1,0.337,Medium,Simulated System Logs
NDA/CHR/HHP/15982,Azithromycin Tablets,India,HealthLink Ltd,Eastern,Pharmacy,1815.0,2025-02-23,517,5838,79,19,0.644,0,Dry,0.22,0.376,0.653,Moderate,16.3,78.6,1,0.461,Fair,0,7.09,18.21,230.53,3,0.467,Medium,Field Survey
NDA/CHR/HHP/15983,Artemether-Lumefantrine,Spain,Acme Pharma Ltd,Central,Clinic,404.0,2024-04-12,116,3246,80,12,0.955,0,Rainy,0.662,0.732,0.701,Moderate,22.0,64.4,1,0.337,Excellent,0,2.27,13.83,82.22,3,0.217,Low,Field Survey
NDA/ARV/HHP/15984,Amoxicillin Capsules,India,Acme Pharma Ltd,Central,Clinic,801.0,2025-12-19,186,118,30,10,0.903,0,Dry,0.777,0.859,0.476,Poor,24.5,38.0,1,0.413,Excellent,0,3.9,28.11,29.48,0,0.285,Low,Simulated System Logs
NDA/MAL/HHP/15985,Azithromycin Tablets,India,MedPlus Uganda,Eastern,Clinic,586.0,2024-07-30,145,4998,76,19,0.876,0,Dry,0.386,0.695,0.515,Moderate,28.9,48.1,1,0.533,Fair,1,9.47,18.65,54.01,0,0.382,Medium,Scopus Research
NDA/ANL/HHP/15986,Ibuprofen Tablets,Netherlands,Crown Pharmaceuticals,Central,Health Centre IV,1386.0,2024-03-17,228,1701,40,22,0.824,0,Rainy,0.732,0.772,0.748,Moderate,35.3,50.2,1,0.025,Fair,0,11.92,7.17,70.11,2,0.288,Medium,Simulated System Logs
NDA/ANL/HHP/15987,Amlodipine Tablets,Kenya,Royal Pharma 2011 Ltd,Central,Hospital,6003.0,2023-02-25,796,5151,74,14,0.72,0,Dry,0.834,0.538,0.684,Moderate,32.1,71.0,0,0.413,Poor,0,15.18,11.77,3542.75,2,0.322,High,Scopus Research
NDA/CHR/HHP/15988,Tenofovir-Lamivudine-Dolutegravir,Uganda,Ngoma Distributors,Northern,Pharmacy,2262.0,2022-04-29,443,6619,55,16,0.773,0,Rainy,0.476,0.42,0.557,Moderate,16.4,48.2,0,0.74,Excellent,0,6.35,19.24,394.69,3,0.382,Medium,Scopus Research
NDA/ANL/HHP/15989,Azithromycin Tablets,India,Royal Pharma 2011 Ltd,Eastern,Warehouse,7481.0,2023-01-18,1689,295,41,17,0.799,0,Dry,0.257,0.617,0.891,High,24.6,54.6,1,0.421,Excellent,0,5.16,11.07,682.94,3,0.325,Medium,Simulated System Logs
NDA/CHR/HHP/15990,Tenofovir-Lamivudine-Dolutegravir,China,MedPlus Uganda,Western,Clinic,1084.0,2024-01-10,251,6252,76,16,0.75,1,Dry,0.84,0.308,0.802,High,17.7,79.9,1,0.363,Fair,0,3.59,12.34,575.24,2,0.331,Low,Scopus Research
NDA/ARV/HHP/15991,Azithromycin Tablets,China,Ngoma Distributors,Central,Clinic,1250.0,2023-04-25,127,5425,35,15,0.93,0,Rainy,0.759,0.819,0.785,High,21.8,65.8,1,0.382,Excellent,0,3.85,4.61,80.24,1,0.162,Low,Simulated System Logs
NDA/MAL/HHP/15992,Ibuprofen Tablets,India,Crown Pharmaceuticals,Central,Hospital,6766.0,2024-12-21,1439,7753,54,14,0.58,0,Dry,0.851,0.816,0.461,Poor,27.8,66.6,1,0.275,Fair,1,1.17,42.3,6.34,3,0.528,Low,Scopus Research
NDA/ARV/HHP/15993,Ibuprofen Tablets,China,Ngoma Distributors,Western,Clinic,518.0,2025-05-03,125,2300,42,25,0.853,0,Rainy,0.512,0.571,0.603,Moderate,31.0,60.9,1,0.316,Fair,1,10.34,25.77,23.28,1,0.38,Medium,Simulated System Logs
NDA/CHR/HHP/15994,Amlodipine Tablets,India,Abacus Pharma (Africa),Central,Clinic,476.0,2024-01-27,86,6087,32,20,0.382,0,Dry,0.802,0.899,0.362,Poor,25.6,49.3,1,0.212,Fair,0,5.99,48.95,79.4,8,0.561,Medium,Field Survey
NDA/MAL/HHP/15995,Doxycycline Capsules,Malaysia,MedPlus Uganda,Northern,Pharmacy,1232.0,2023-07-07,263,6201,72,19,0.604,0,Dry,0.381,0.579,0.866,High,30.6,57.7,1,0.456,Fair,1,9.14,2.41,67.43,4,0.406,Medium,Simulated System Logs
NDA/ANL/HHP/15996,Doxycycline Capsules,China,Royal Pharma 2011 Ltd,Western,Clinic,485.0,2022-08-04,142,742,34,14,0.728,0,Dry,0.551,0.561,0.935,High,27.7,44.8,1,0.251,Fair,1,5.16,1.18,30.18,3,0.304,Medium,Field Survey
NDA/MAL/HHP/15997,Tenofovir-Lamivudine-Dolutegravir,Spain,Acme Pharma Ltd,Western,Hospital,2206.0,2022-08-08,597,7572,44,22,0.589,0,Dry,0.61,0.721,0.705,Moderate,16.9,52.3,0,0.668,Excellent,0,4.48,25.45,1024.98,9,0.499,Low,Simulated System Logs
NDA/ARV/HHP/15998,Paracetamol Tablets,Kenya,Ngoma Distributors,Central,Pharmacy,1593.0,2025-05-21,270,3004,53,8,0.863,0,Rainy,0.874,0.908,0.845,High,29.4,86.2,1,0.227,Poor,0,5.94,2.55,29.55,0,0.137,Medium,Simulated System Logs
NDA/CHR/HHP/15999,Azithromycin Tablets,India,Pharma Mart Ltd,Central,Hospital,6568.0,2023-07-16,870,7206,65,20,0.529,0,Dry,0.704,0.884,0.804,High,21.3,50.0,0,0.46,Excellent,1,5.33,4.61,250.52,2,0.423,Medium,Simulated System Logs
NDA/CHR/HHP/16000,Ceftriaxone Injection,Kenya,Abacus Pharma (Africa),Central,Pharmacy,548.0,2025-07-09,161,7110,70,9,0.858,0,Dry,0.61,0.784,0.633,Moderate,22.4,75.4,1,0.398,Fair,0,9.45,14.25,170.54,0,0.287,Medium,Simulated System Logs
NDA/ABX/HHP/16001,Amoxicillin Capsules,China,Acme Pharma Ltd,Eastern,Hospital,5722.0,2023-02-11,720,4988,89,16,0.689,0,Dry,0.58,0.539,0.911,High,28.5,55.3,0,0.19,Fair,0,9.17,10.68,346.51,3,0.366,Medium,Scopus Research
NDA/ARV/HHP/16002,Co-trimoxazole Tablets,Kenya,Abacus Pharma (Africa),Eastern,Clinic,1187.0,2025-03-25,250,3570,75,12,0.876,0,Rainy,0.549,0.581,0.722,Moderate,29.1,55.4,1,0.299,Fair,1,7.13,20.34,250.3,0,0.269,Medium,Simulated System Logs
NDA/ABX/HHP/16003,Co-trimoxazole Tablets,Kenya,Acme Pharma Ltd,Western,Health Centre IV,3900.0,2024-01-18,762,3878,41,26,0.474,0,Dry,0.559,0.551,0.997,High,21.6,57.9,1,0.538,Excellent,0,2.19,6.51,269.49,14,0.461,Low,Simulated System Logs
NDA/MAL/HHP/16004,Paracetamol Tablets,Malaysia,Ngoma Distributors,Northern,Clinic,143.0,2025-07-01,23,529,54,24,0.499,1,Dry,0.326,0.52,0.672,Moderate,24.2,56.2,0,0.568,Excellent,1,7.02,16.18,4.27,7,0.759,Medium,Simulated System Logs
NDA/CHR/HHP/16005,Paracetamol Tablets,India,Royal Pharma 2011 Ltd,Eastern,Clinic,279.0,2024-02-26,53,2961,36,18,0.747,0,Dry,0.393,0.493,0.534,Moderate,25.7,41.9,1,0.403,Fair,0,5.88,17.78,7.03,2,0.45,Medium,Simulated System Logs
NDA/MAL/HHP/16006,Artemether-Lumefantrine,Kenya,Crown Pharmaceuticals,Western,Pharmacy,2287.0,2024-08-29,251,435,31,21,0.562,0,Dry,0.679,0.6,0.593,Moderate,24.3,67.6,1,0.513,Excellent,0,8.46,19.39,1928.24,8,0.427,Medium,Simulated System Logs
NDA/ANL/HHP/16007,Amlodipine Tablets,India,Pharma Mart Ltd,Central,Clinic,242.0,2022-07-22,59,2479,35,15,0.838,1,Dry,0.78,0.722,0.795,Moderate,18.9,76.3,0,0.22,Fair,0,4.74,16.87,7.5,5,0.365,Low,Field Survey
NDA/ARV/HHP/16008,Tenofovir-Lamivudine-Dolutegravir,China,Abacus Pharma (Africa),Central,Hospital,2615.0,2023-03-10,533,2767,57,16,0.847,0,Rainy,0.66,0.842,0.481,Poor,18.0,49.0,1,0.687,Excellent,1,6.89,30.07,2746.64,3,0.461,Medium,Simulated System Logs
NDA/ANL/HHP/16009,Omeprazole Capsules,China,HealthLink Ltd,Northern,Hospital,4156.0,2025-12-02,487,5293,51,10,0.81,0,Dry,0.493,0.55,0.657,Moderate,25.7,46.0,1,0.757,Fair,1,8.96,13.4,1198.72,0,0.415,Medium,Simulated System Logs
NDA/CHR/HHP/16010,Co-trimoxazole Tablets,India,Abacus Pharma (Africa),Eastern,Health Centre IV,3549.0,2023-09-28,568,1913,51,14,0.973,0,Rainy,0.44,0.484,0.849,High,22.0,65.3,1,0.36,Excellent,0,4.94,13.04,427.91,0,0.237,Low,Simulated System Logs
NDA/ABX/HHP/16011,Ceftriaxone Injection,Netherlands,Abacus Pharma (Africa),Northern,Clinic,1142.0,2022-03-05,309,2821,38,15,0.66,0,Rainy,0.465,0.542,0.463,Poor,22.7,44.2,1,0.283,Excellent,0,4.49,43.44,101.57,5,0.567,Low,Simulated System Logs
NDA/ANL/HHP/16012,Co-trimoxazole Tablets,Kenya,Crown Pharmaceuticals,Western,Clinic,1058.0,2024-06-01,240,3873,57,15,0.475,0,Dry,0.661,0.487,0.591,Moderate,23.4,57.9,0,0.608,Excellent,1,5.11,19.91,76.27,0,0.481,Medium,Field Survey
NDA/ABX/HHP/16013,Ibuprofen Tablets,Spain,Royal Pharma 2011 Ltd,Eastern,Health Centre IV,3754.0,2023-02-23,737,8134,86,12,0.605,0,Dry,0.472,0.511,0.527,Moderate,24.9,54.3,1,0.393,Excellent,1,5.15,32.18,67.36,4,0.401,Medium,Simulated System Logs
NDA/ARV/HHP/16014,Co-trimoxazole Tablets,India,Abacus Pharma (Africa),Central,Warehouse,9352.0,2024-07-25,1420,1703,79,21,0.633,0,Dry,0.542,0.75,0.873,High,12.7,43.3,1,0.506,Excellent,1,2.46,9.55,929.7,2,0.36,Low,Field Survey
NDA/ANL/HHP/16015,Ceftriaxone Injection,Kenya,Ngoma Distributors,Eastern,Pharmacy,1917.0,2024-11-30,233,6182,78,18,0.577,0,Rainy,0.689,0.411,0.841,High,24.9,52.1,0,0.656,Excellent,0,5.87,18.48,366.38,1,0.408,Medium,Simulated System Logs
NDA/MAL/HHP/16016,Co-trimoxazole Tablets,China,HealthLink Ltd,Central,Health Centre IV,3065.0,2023-01-11,518,1142,51,20,0.651,0,Dry,0.443,0.743,1.0,High,27.1,47.5,1,0.118,Fair,0,3.78,0.01,569.38,3,0.324,Low,Field Survey
NDA/ABX/HHP/16017,Artemether-Lumefantrine,Netherlands,MedPlus Uganda,Northern,Health Centre IV,3131.0,2023-01-09,626,5756,15,25,0.473,0,Dry,0.252,0.603,0.781,High,23.2,61.2,1,0.752,Excellent,1,8.11,5.08,3109.83,7,0.463,Medium,Simulated System Logs
NDA/MAL/HHP/16018,Tenofovir-Lamivudine-Dolutegravir,India,Pharma Mart Ltd,Western,Warehouse,7780.0,2025-06-25,1074,219,8,19,0.647,0,Dry,0.513,0.464,0.465,Poor,29.1,62.8,1,0.853,Fair,0,9.51,33.63,5000.0,1,0.592,Medium,Simulated System Logs
NDA/ANL/HHP/16019,Amoxicillin Capsules,Kenya,Pharma Mart Ltd,Central,Hospital,3764.0,2025-02-02,488,10743,85,20,0.684,1,Dry,0.813,0.757,0.704,Moderate,27.8,57.7,1,0.778,Fair,0,3.87,19.69,155.6,5,0.488,Low,Field Survey
NDA/CHR/HHP/16020,Tenofovir-Lamivudine-Dolutegravir,Malaysia,Acme Pharma Ltd,Western,Health Centre IV,3123.0,2024-01-02,815,567,39,14,0.824,1,Dry,0.612,0.81,0.428,Poor,20.5,48.5,1,0.54,Excellent,0,1.54,31.35,627.36,3,0.519,Low,Field Survey
NDA/ARV/HHP/16021,Co-trimoxazole Tablets,Kenya,Ngoma Distributors,Northern,Pharmacy,1424.0,2023-12-31,244,6417,25,27,0.556,1,Dry,0.447,0.33,0.682,Moderate,26.9,45.7,1,0.642,Fair,1,5.49,20.87,303.46,7,0.691,Medium,Scopus Research
NDA/ABX/HHP/16022,Co-trimoxazole Tablets,India,Ngoma Distributors,Central,Health Centre IV,1882.0,2023-09-07,320,1700,52,13,0.507,0,Rainy,0.965,0.775,0.625,Moderate,20.7,72.7,1,0.387,Fair,0,5.06,24.58,245.21,3,0.418,Medium,Field Survey
NDA/ABX/HHP/16023,Doxycycline Capsules,Kenya,Crown Pharmaceuticals,Eastern,Clinic,655.0,2024-05-17,174,1318,15,28,0.794,0,Rainy,0.301,0.73,0.764,High,27.1,44.1,1,0.847,Fair,0,9.87,3.92,87.61,4,0.459,Medium,Field Survey
NDA/ARV/HHP/16024,Doxycycline Capsules,India,MedPlus Uganda,Eastern,Health Centre IV,4552.0,2025-11-07,1263,3422,89,9,0.749,0,Rainy,0.556,0.653,0.81,High,22.7,50.5,1,0.371,Excellent,1,0.24,12.18,16.15,1,0.284,Low,Field Survey
NDA/ARV/HHP/16025,Metformin Tablets,India,Royal Pharma 2011 Ltd,Central,Clinic,107.0,2022-04-08,14,2971,80,14,0.858,0,Rainy,0.683,0.994,0.841,High,21.5,63.6,0,0.52,Excellent,0,3.57,8.59,5.68,2,0.242,Low,Scopus Research
NDA/ANL/HHP/16026,Paracetamol Tablets,Uganda,Abacus Pharma (Africa),Western,Health Centre IV,1698.0,2024-08-24,203,2765,47,19,0.721,0,Dry,0.539,0.782,0.8,High,27.1,58.8,1,0.147,Fair,0,0.03,6.18,0.03,2,0.321,Low,Simulated System Logs
NDA/MAL/HHP/16027,Omeprazole Capsules,India,Crown Pharmaceuticals,Central,Pharmacy,1740.0,2025-03-30,280,1077,33,17,0.828,0,Rainy,0.599,1.0,0.657,Moderate,21.2,53.3,1,0.254,Excellent,1,1.1,15.95,36.74,4,0.326,Low,Scopus Research
NDA/CHR/HHP/16028,Omeprazole Capsules,Spain,MedPlus Uganda,Northern,Pharmacy,2152.0,2023-12-17,324,1233,13,21,0.917,0,Dry,0.159,0.257,0.904,Moderate,29.2,67.4,1,0.363,Fair,0,9.94,9.91,1054.96,1,0.287,Medium,Scopus Research
NDA/ARV/HHP/16029,Doxycycline Capsules,India,Crown Pharmaceuticals,Eastern,Clinic,684.0,2022-04-29,103,4383,13,17,0.648,0,Rainy,0.533,0.541,0.947,High,31.7,54.6,1,0.456,Fair,1,11.82,6.7,118.36,3,0.35,Medium,Simulated System Logs
NDA/ABX/HHP/16030,Paracetamol Tablets,Spain,HealthLink Ltd,Western,Warehouse,7648.0,2024-12-31,2109,933,90,17,0.736,0,Dry,0.586,0.653,0.306,Poor,24.6,62.3,0,0.573,Excellent,0,8.88,42.33,103.2,2,0.52,Medium,Field Survey
NDA/ARV/HHP/16031,Tenofovir-Lamivudine-Dolutegravir,India,Crown Pharmaceuticals,Northern,Clinic,756.0,2024-11-12,121,5393,44,18,0.575,0,Rainy,0.432,0.519,0.646,Moderate,28.6,90.5,1,0.094,Poor,0,4.32,19.77,85.1,5,0.41,Low,Simulated System Logs
NDA/MAL/HHP/16032,Co-trimoxazole Tablets,Kenya,Acme Pharma Ltd,Eastern,Health Centre IV,1116.0,2022-08-26,225,2594,72,20,0.795,0,Dry,0.572,0.605,0.633,Moderate,31.7,63.0,1,0.402,Fair,0,12.43,17.57,557.52,2,0.366,Medium,Simulated System Logs
NDA/ABX/HHP/16033,Tenofovir-Lamivudine-Dolutegravir,India,Royal Pharma 2011 Ltd,Central,Health Centre IV,3104.0,2024-09-26,848,2948,66,9,0.859,0,Rainy,0.721,0.788,0.672,Moderate,27.6,50.9,1,0.579,Fair,0,5.77,12.59,1798.99,0,0.218,Medium,Field Survey
NDA/ARV/HHP/16034,Tenofovir-Lamivudine-Dolutegravir,Spain,Crown Pharmaceuticals,Western,Clinic,674.0,2025-08-31,76,1586,24,16,0.495,0,Dry,0.469,0.651,0.803,High,29.0,85.4,1,0.43,Poor,0,6.44,19.37,330.46,5,0.408,Medium,Scopus Research
NDA/CHR/HHP/16035,Paracetamol Tablets,Uganda,Royal Pharma 2011 Ltd,Central,Clinic,205.0,2022-04-13,56,678,29,12,0.856,0,Rainy,0.706,0.822,0.779,High,16.8,61.6,1,0.412,Excellent,0,0.71,10.63,0.29,0,0.217,Low,Scopus Research
NDA/MAL/HHP/16036,Co-trimoxazole Tablets,India,Crown Pharmaceuticals,Western,Hospital,2195.0,2024-10-14,630,5393,24,17,0.624,0,Rainy,0.538,0.736,0.909,High,19.4,86.3,1,0.316,Fair,0,2.45,15.62,59.84,3,0.371,Low,Field Survey
NDA/ABX/HHP/16037,Paracetamol Tablets,India,Royal Pharma 2011 Ltd,Eastern,Pharmacy,702.0,2023-06-18,81,6517,58,21,0.734,0,Dry,0.323,0.521,0.746,Moderate,18.0,68.5,1,0.199,Excellent,0,4.62,16.44,2.67,2,0.374,Low,Field Survey
NDA/ARV/HHP/16038,Co-trimoxazole Tablets,India,HealthLink Ltd,Central,Warehouse,7776.0,2024-02-29,1097,941,21,14,0.861,0,Dry,0.836,0.942,0.82,High,17.1,52.1,1,0.605,Excellent,0,1.98,7.22,480.1,1,0.208,Low,Simulated System Logs
NDA/CHR/HHP/16039,Doxycycline Capsules,China,Royal Pharma 2011 Ltd,Central,Clinic,147.0,2022-10-24,37,1689,18,18,0.825,0,Rainy,0.62,0.528,0.625,Moderate,23.5,51.3,1,0.428,Excellent,0,1.67,22.35,2.42,0,0.297,Low,Scopus Research
NDA/CHR/HHP/16040,Ceftriaxone Injection,India,Abacus Pharma (Africa),Eastern,Warehouse,8531.0,2025-01-09,2329,684,80,28,0.758,0,Dry,0.318,0.309,0.522,Moderate,21.0,79.4,0,0.583,Fair,0,7.06,19.23,2485.31,1,0.503,Medium,Field Survey
NDA/ARV/HHP/16041,Amoxicillin Capsules,Kenya,Abacus Pharma (Africa),Eastern,Clinic,112.0,2024-02-10,28,1575,15,21,0.747,0,Dry,0.297,0.541,0.579,Moderate,29.2,55.9,0,0.6,Fair,1,10.47,17.4,22.65,5,0.46,Medium,Field Survey
NDA/ANL/HHP/16042,Artemether-Lumefantrine,India,Acme Pharma Ltd,Central,Hospital,6020.0,2023-10-03,967,1733,65,21,0.585,0,Rainy,0.445,0.631,0.658,Moderate,16.1,66.7,1,0.159,Excellent,0,0.27,22.99,79.76,4,0.485,Low,Field Survey
NDA/ABX/HHP/16043,Azithromycin Tablets,India,Abacus Pharma (Africa),Central,Pharmacy,1915.0,2024-01-08,209,1658,83,19,0.844,0,Dry,0.712,0.778,0.676,Moderate,28.3,55.6,1,0.309,Fair,0,2.2,16.46,69.64,0,0.313,Low,Field Survey
NDA/CHR/HHP/16044,Metformin Tablets,China,MedPlus Uganda,Central,Clinic,501.0,2024-05-18,141,737,54,10,0.388,0,Rainy,0.838,0.739,0.78,High,24.8,36.0,1,0.293,Excellent,0,4.05,13.0,9.64,0,0.337,Low,Scopus Research
NDA/CHR/HHP/16045,Amoxicillin Capsules,India,Crown Pharmaceuticals,Northern,Pharmacy,408.0,2024-11-16,68,5720,78,19,0.949,0,Rainy,0.305,0.58,0.543,Moderate,23.2,58.8,1,0.549,Excellent,0,2.99,22.35,10.1,1,0.315,Low,Simulated System Logs
NDA/ANL/HHP/16046,Omeprazole Capsules,Uganda,Acme Pharma Ltd,Northern,Pharmacy,542.0,2024-01-25,102,1458,57,13,0.657,0,Dry,0.412,0.29,0.672,Moderate,31.4,,0,0.476,Fair,1,10.0,16.99,256.76,1,0.4,Medium,Scopus Research
NDA/MAL/HHP/16047,Doxycycline Capsules,China,Abacus Pharma (Africa),Northern,Clinic,673.0,2023-12-16,108,4913,66,18,0.677,0,Dry,0.574,0.449,0.797,High,26.0,,1,0.444,Fair,0,4.89,8.98,48.1,5,0.289,Low,Scopus Research
NDA/ANL/HHP/16048,Artemether-Lumefantrine,Uganda,Acme Pharma Ltd,Northern,Health Centre IV,4405.0,2022-09-29,1103,5917,10,21,0.874,0,Rainy,0.202,0.514,0.678,Moderate,30.9,55.2,0,0.235,Fair,0,7.37,16.56,2004.54,1,0.344,Medium,Field Survey
NDA/MAL/HHP/16049,Omeprazole Capsules,China,Pharma Mart Ltd,Western,Health Centre IV,1000.0,2024-04-07,145,8500,71,16,0.708,0,Rainy,0.411,0.8,0.653,Moderate,24.4,73.2,0,0.375,Fair,0,5.37,18.85,95.56,2,0.4,Medium,Scopus Research
NDA/ANL/HHP/16050,Ibuprofen Tablets,Uganda,Royal Pharma 2011 Ltd,Eastern,Clinic,1078.0,2022-08-06,146,6182,68,23,0.617,0,Dry,0.445,0.345,0.564,Moderate,21.5,64.9,0,0.364,Excellent,0,4.82,18.51,10.64,4,0.445,Low,Simulated System Logs
NDA/ARV/HHP/16051,Paracetamol Tablets,Malaysia,Acme Pharma Ltd,Eastern,Hospital,3450.0,2022-08-25,459,8442,59,7,0.645,1,Dry,0.779,0.444,0.681,Moderate,22.3,65.8,1,0.622,Excellent,0,7.48,20.7,83.1,1,0.474,Medium,Simulated System Logs
NDA/MAL/HHP/16052,Co-trimoxazole Tablets,India,Crown Pharmaceuticals,Eastern,Hospital,6833.0,2024-10-12,2030,1260,79,26,0.247,0,Rainy,0.43,0.629,0.457,Poor,30.8,52.2,0,0.259,Fair,1,6.54,32.59,1766.08,6,0.776,Medium,Field Survey
NDA/ANL/HHP/16053,Metformin Tablets,Malaysia,Royal Pharma 2011 Ltd,Eastern,Clinic,1035.0,2022-04-15,246,2456,67,25,0.637,0,Rainy,0.372,0.663,0.751,High,22.1,59.0,0,0.442,Excellent,0,2.98,10.15,40.43,1,0.393,Low,Simulated System Logs
NDA/MAL/HHP/16054,Doxycycline Capsules,Spain,Abacus Pharma (Africa),Western,Hospital,4960.0,2025-10-02,1126,5871,8,17,0.601,0,Rainy,0.591,0.542,0.5,,26.5,60.3,1,0.359,Fair,0,7.77,30.35,642.21,3,0.46,Medium,Field Survey
NDA/ANL/HHP/16055,Omeprazole Capsules,Spain,Crown Pharmaceuticals,Western,Clinic,287.0,2022-08-14,57,2186,40,20,0.81,0,Dry,0.299,0.239,0.802,High,26.9,56.5,1,0.361,Fair,0,7.43,13.13,63.6,3,0.346,Medium,Field Survey
NDA/CHR/HHP/16056,Ceftriaxone Injection,Spain,MedPlus Uganda,Central,Clinic,581.0,2022-04-17,141,3143,13,20,0.366,0,Rainy,0.861,0.929,0.811,High,23.8,65.9,1,0.026,Excellent,0,2.32,7.41,39.08,4,0.419,Low,Simulated System Logs
NDA/ANL/HHP/16057,Artemether-Lumefantrine,India,Ngoma Distributors,Western,Health Centre IV,4799.0,2025-01-07,864,264,13,22,0.656,0,Dry,0.611,0.698,0.482,Poor,25.7,53.4,1,0.711,Fair,0,5.4,34.58,2798.21,3,0.513,Medium,Simulated System Logs
NDA/ARV/HHP/16058,Doxycycline Capsules,China,Royal Pharma 2011 Ltd,Western,Pharmacy,863.0,2023-09-12,215,2562,40,16,0.71,0,Rainy,0.576,0.537,0.891,High,25.1,34.9,1,0.55,Fair,1,5.05,5.1,86.32,1,0.313,Medium,Scopus Research
NDA/ARV/HHP/16059,Paracetamol Tablets,India,MedPlus Uganda,Eastern,Health Centre IV,2221.0,2023-05-31,268,8530,24,25,0.632,0,Rainy,0.337,0.408,0.64,Moderate,29.6,50.9,0,0.29,Fair,0,8.5,20.01,70.79,6,0.522,Medium,Simulated System Logs
NDA/ABX/HHP/16060,Azithromycin Tablets,India,Ngoma Distributors,Northern,Hospital,5943.0,2022-07-05,1267,5586,57,12,0.854,0,Dry,0.292,0.327,0.623,Moderate,27.4,48.6,0,0.304,Fair,0,8.71,20.4,384.18,0,0.341,Medium,Simulated System Logs
NDA/MAL/HHP/16061,Azithromycin Tablets,India,Royal Pharma 2011 Ltd,Central,Hospital,2125.0,2022-04-04,397,1827,58,15,0.686,1,Rainy,0.637,0.975,0.659,Moderate,24.3,77.6,1,0.235,Fair,1,5.38,22.27,91.38,1,0.589,Medium,Simulated System Logs
NDA/ARV/HHP/16062,Omeprazole Capsules,China,MedPlus Uganda,Western,Pharmacy,557.0,2022-12-18,138,4986,11,19,0.869,0,Dry,0.41,0.735,0.941,High,25.3,52.2,1,0.164,Fair,0,6.7,7.97,117.29,2,0.204,Medium,Simulated System Logs
NDA/CHR/HHP/16063,Doxycycline Capsules,India,HealthLink Ltd,Eastern,Health Centre IV,4202.0,2025-05-26,1091,7454,22,20,0.792,0,Rainy,0.391,0.446,0.851,High,20.1,74.7,0,0.493,Fair,1,6.22,3.82,299.4,2,0.309,Medium,Scopus Research
NDA/ABX/HHP/16064,Tenofovir-Lamivudine-Dolutegravir,India,Abacus Pharma (Africa),Eastern,Hospital,3326.0,2022-07-29,693,5833,50,22,0.795,0,Dry,0.557,0.444,0.89,High,26.5,67.4,1,0.361,Fair,0,7.2,0.92,2221.6,0,0.265,Medium,Simulated System Logs
NDA/ABX/HHP/16065,Paracetamol Tablets,India,MedPlus Uganda,Central,Clinic,1246.0,2023-03-15,129,4078,23,13,0.933,0,Rainy,0.845,0.72,0.634,Moderate,,43.4,0,0.441,Fair,1,9.8,21.79,13.63,0,0.272,Medium,Field Survey
NDA/ANL/HHP/16066,Ibuprofen Tablets,India,Crown Pharmaceuticals,Eastern,Hospital,2693.0,2024-03-25,411,8001,32,17,0.474,0,Rainy,0.423,0.516,0.466,Poor,20.5,82.3,0,0.2,Fair,0,5.37,40.97,69.06,1,0.572,Medium,Simulated System Logs
NDA/ABX/HHP/16067,Co-trimoxazole Tablets,Kenya,HealthLink Ltd,Central,Warehouse,9620.0,2024-07-25,1306,1887,26,10,0.856,1,Dry,0.827,0.862,0.75,Moderate,24.7,50.2,1,0.849,Excellent,1,7.7,16.46,2499.25,1,0.408,Medium,Scopus Research
NDA/ANL/HHP/16068,Amoxicillin Capsules,Kenya,Crown Pharmaceuticals,Central,Clinic,261.0,2024-03-23,56,5399,11,11,0.915,0,Rainy,0.884,0.809,0.768,High,17.8,69.6,0,0.209,Excellent,0,5.31,5.41,22.61,0,0.097,Medium,Field Survey
